,Country Name,Country Code,Indicator Name,Indicator Code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
117,Jamaica,JAM,"Air transport, passengers carried",IS.AIR.PSGR,278700.0,425400.0,554900.0,568500.0,743300.0,696800.0,706500.0,601800.0,705900.0,795300.0,722700.0,727800.0,729600.0,716300.0,826000.0,887600.0,1058600.0,1257500.0,1188700.0,1210800.0,1003600.0,894000.0,983200.0,1037800.0,1011000.0,1126400.0,1388300.0,1400100.0,1453900.0,1669800.0,1922123.0,1946123.0,2016000.0,1838047.0,2007765.0,1573785.0,1526571.0,1618165.0,1644056.0,1380000.0,0.0,0.0,0.0,46272.0,76244.0,92836.0,136744.0,151326.0,180951.272,,,,,
118,Jordan,JOR,"Air transport, passengers carried",IS.AIR.PSGR,118800.0,119600.0,119900.0,162300.0,243400.0,379900.0,475500.0,557300.0,728400.0,914300.0,1112600.0,1443300.0,1667300.0,1457300.0,1327600.0,1310200.0,1132000.0,1178000.0,1225900.0,1204000.0,963900.0,797200.0,1109300.0,1185600.0,1219500.0,1270000.0,1299200.0,1353400.0,1186700.0,1252200.0,1281997.0,1178058.0,1299699.0,1353444.0,1660235.0,1737165.0,2046457.0,2246212.0,2355285.0,2323750.0,3077036.69608937,3267109.73620486,3438356.0,3294911.0,3211795.0,3065145.0,3181283.0,3381677.0,3383805.0,3478444.0,816253.0,1695302.0,3179936.0,3731345.0
119,Japan,JPN,"Air transport, passengers carried",IS.AIR.PSGR,16315100.0,17880500.0,20169500.0,25393100.0,27485700.0,27281400.0,29566000.0,36177400.0,40554700.0,45367800.0,45144500.0,48061200.0,46394200.0,46554000.0,50452800.0,51294700.0,52489800.0,57757700.0,62087500.0,69321696.0,76223800.0,78719800.0,81378400.0,80063904.0,83913504.0,91797000.0,95913504.0,94997600.0,101701200.0,105994496.0,109123312.0,107823469.0,109037841.0,103988547.0,101740600.0,102279015.0,102845319.0,99842338.0,97022471.0,86896527.0,109617020.965748,89788818.0,98907859.0,107573000.0,110547000.0,114128000.0,117708000.0,123898000.0,126387527.0,130233352.0,51131122.0,45410146.0,86456115.0,120305972.0
121,Kenya,KEN,"Air transport, passengers carried",IS.AIR.PSGR,171500.0,188000.0,216800.0,340800.0,382800.0,361500.0,449600.0,237300.0,363300.0,377400.0,392500.0,408700.0,391300.0,435500.0,479200.0,558700.0,611300.0,655800.0,720900.0,760500.0,794400.0,759900.0,721400.0,769500.0,753500.0,740400.0,778600.0,835700.0,1138400.0,1357800.0,1554949.0,1418183.0,1599843.0,1678160.0,2005473.0,2424382.0,2685148.0,2857464.0,2880546.0,2948920.0,4039583.0,4508698.01161552,4653459.73514364,4516500.0,4448530.52817802,4569473.0,4848016.0,5109576.0,5905365.1234425,6417534.056,1865768.0,2459106.0,3728989.0,5138290.0
126,"Korea, Rep.",KOR,"Air transport, passengers carried",IS.AIR.PSGR,1208100.0,1463600.0,1640000.0,2213400.0,1923800.0,2046700.0,2075200.0,2466500.0,3099800.0,3725900.0,3566600.0,4186700.0,4201500.0,4861500.0,5353300.0,6202500.0,7211400.0,8330900.0,9826000.0,13160800.0,15684500.0,16908000.0,19766900.0,21425900.0,24932300.0,29345200.0,33002700.0,35505800.0,27109000.0,30870200.0,34331368.0,33710340.0,34831814.0,33372577.0,34511494.0,33888328.0,34842655.0,36655313.0,36077655.0,34168590.0,36987982.0,39911749.5898122,39969577.0157166,54530105.0,58289180.0,66093149.0,76859538.0,82818983.0,88157579.0,92434079.0,30033310.0,34020088.0,46853301.0,76272453.877
127,Kuwait,KWT,"Air transport, passengers carried",IS.AIR.PSGR,315200.0,342200.0,390700.0,453600.0,517900.0,624800.0,737000.0,812300.0,849500.0,965100.0,1076200.0,1252500.0,1460700.0,1534500.0,1497900.0,1449200.0,1465700.0,1511100.0,1557300.0,1640600.0,965600.0,840100.0,1408600.0,1553800.0,1756200.0,1950800.0,2133400.0,2113900.0,2240800.0,2130000.0,2112523.0,2084574.0,2299218.0,2185990.0,2496441.0,2433213.0,2627870.0,2659769.0,2523966.0,2597076.0,4563082.0,3722729.502639,3481039.0,3244805.0,3530851.0,3752995.0,4069935.0,5731748.0,6464847.0,7385299.0,1823594.0,2182888.0,7330465.0,9499895.0
128,Latin America & Caribbean (excluding high income),LAC,"Air transport, passengers carried",IS.AIR.PSGR,14728000.0,15585600.0,17719600.0,19380900.0,22666700.0,25838500.0,28711100.0,31171700.0,34684800.0,40166300.0,43461600.0,42560800.0,43218000.0,44295900.0,45474700.0,46669200.0,49766900.0,50341400.0,47642400.0,50778300.0,52627800.0,51349700.0,51295400.0,54198900.0,60254100.0,59403500.0,63933500.0,71413900.0,75730700.0,76898000.0,79786001.0,79967304.0,80241766.0,78919249.0,84738943.0,90366215.0,92844326.0,100351198.0,112485494.0,116649457.0,150861914.496896,165845189.870199,182147425.865868,195801519.472342,208402775.400813,223848291.0,224865489.0,235650534.35,251841775.767079,262820682.556,107281953.06,166493092.562,238047632.719,271960144.616
129,Lao PDR,LAO,"Air transport, passengers carried",IS.AIR.PSGR,55900.0,42000.0,43000.0,44500.0,45000.0,45000.0,45000.0,30000.0,12000.0,13000.0,13000.0,14500.0,14700.0,14000.0,15700.0,15800.0,24500.0,45000.0,47500.0,49600.0,115400.0,115400.0,118500.0,118500.0,118500.0,124500.0,124500.0,124500.0,124100.0,197200.0,210847.0,210847.0,219598.0,218652.0,271706.0,293442.0,326730.0,328326.0,323401.0,302596.0,443778.0,532707.0,877949.881372257,1476528.0,1310124.0,1181188.0,1220201.0,1196041.0,1009414.0,979307.0,386950.0,157293.0,461727.244,842280.306
130,Lebanon,LBN,"Air transport, passengers carried",IS.AIR.PSGR,548600.0,648000.0,743800.0,819000.0,1037300.0,900000.0,1050000.0,928500.0,862900.0,904000.0,930300.0,843800.0,571000.0,695800.0,410700.0,501300.0,498700.0,353300.0,493200.0,182600.0,572300.0,535500.0,599600.0,677400.0,706400.0,769800.0,774600.0,856900.0,716000.0,719400.0,805803.0,815862.0,874152.0,935213.0,1086730.0,1076258.0,968820.0,1074219.0,1067774.0,1308382.0,1893359.0,2029610.0,2148669.0,2241480.0,2419476.0,2591297.0,2647258.0,2879528.0,2981937.0,3164358.0,1077762.0,1603134.0,2385930.0,2693218.0
132,Libya,LBY,"Air transport, passengers carried",IS.AIR.PSGR,190200.0,259400.0,327200.0,352000.0,408000.0,558000.0,669900.0,801900.0,890600.0,913800.0,1168800.0,1486000.0,1557800.0,1860000.0,1583800.0,1579300.0,1382900.0,1515100.0,1581200.0,1617000.0,1803000.0,1883700.0,1350100.0,853000.0,640800.0,623200.0,638600.0,570600.0,570600.0,585500.0,600734.0,582712.0,559404.0,626532.0,850185.0,0.0,1151785.0,1204107.0,1213854.0,1147234.0,2928705.67985018,2284066.501168,1398125.13429558,2744844.0,2391856.0,1430460.0,1283181.0,1186424.0,1442576.0,1367458.0,715300.42,968476.425,1065139.6,1094579.418
134,Latin America & Caribbean,LCN,"Air transport, passengers carried",IS.AIR.PSGR,17717500.0,18809300.0,21078700.0,22821000.0,26532900.0,30649500.0,33989400.0,37141200.0,41000200.0,47754900.0,51822900.0,52315700.0,53473200.0,53517600.0,54487400.0,56286100.0,60548200.0,61892400.0,61535800.0,66610700.0,65165400.0,64136600.0,64903900.0,68207800.0,73894400.0,72889000.0,77252200.0,85239100.0,90079300.0,93629700.0,96507566.0,101576743.0,97945064.0,94799825.0,100859199.0,107537262.0,110439889.0,120106257.0,133677728.0,140453020.0,178418790.815615,198178802.341581,217297987.707648,234290843.071702,248819232.967444,264217989.0,266690030.0,275641368.35,293327220.785988,305061356.551081,121084047.422,187704362.696,281385885.235,316282630.805
135,Least developed countries: UN classification,LDC,"Air transport, passengers carried",IS.AIR.PSGR,2730800.0,3045500.0,3129100.0,3816800.0,3969800.0,4109300.0,4915900.0,4914900.0,5137300.0,6108400.0,6523600.0,6950300.0,7312600.0,7409200.0,7523200.0,7435400.0,7538000.0,7636500.0,8540800.0,7582400.0,7938100.0,7118600.0,7276500.0,7153600.0,7692600.0,7232500.0,7555500.0,7504600.0,7592400.0,7481600.0,7519592.0,7376767.0,7353416.0,7488367.0,9016368.0,9759330.0,10367147.0,10789341.0,11030568.0,11557669.0,17654275.9208997,21331556.2160192,22107026.9609922,24484619.1460037,25368159.4712815,25261970.0,26570744.0,32239144.6303111,38126472.4073573,36685985.8099406,16979803.794,21218687.426,35908626.762,45046231.766
136,Low income,LIC,"Air transport, passengers carried",IS.AIR.PSGR,1540000.0,1695700.0,1602400.0,1614000.0,1926000.0,2167900.0,2767300.0,2962600.0,3098100.0,3403500.0,3633600.0,3754500.0,3798200.0,3853000.0,3852300.0,3388100.0,3632500.0,3561200.0,3699200.0,3654900.0,4050600.0,3473700.0,3679900.0,3640300.0,3774000.0,3418500.0,3721600.0,3689700.0,3718500.0,3739600.0,3831665.0,3612549.0,,,,,,,,,8414514.13486198,9727355.84828665,8736330.9948031,9143844.0,8444757.15906759,5792888.0,5511797.0,6353144.08,6322238.46811814,6059516.68588695,3086754.252,4851947.427,8224020.469,9165804.44
138,Sri Lanka,LKA,"Air transport, passengers carried",IS.AIR.PSGR,104600.0,116000.0,116000.0,108500.0,107700.0,117300.0,127700.0,181000.0,100000.0,105300.0,235000.0,405200.0,572700.0,616500.0,681300.0,698600.0,611400.0,586900.0,694300.0,744500.0,891800.0,892700.0,1045600.0,993800.0,1066800.0,1155700.0,1170700.0,1231900.0,1212500.0,1421500.0,1755567.0,1718331.0,1740807.0,1957606.0,2412889.0,2817778.0,3100832.0,3206766.0,2951506.0,2417713.0,3008322.69188759,3665394.0,4616417.0,4793393.4,4756131.0,4911730.0,5284585.0,5403577.0,5882376.0,5582446.0,1240391.0,871685.0,3252528.0,3866001.0
139,Lower middle income,LMC,"Air transport, passengers carried",IS.AIR.PSGR,12619700.0,12028300.0,12698100.0,14207200.0,14782000.0,16965700.0,19503600.0,21510200.0,24668200.0,27104700.0,28744300.0,31666300.0,33493900.0,35453000.0,36706100.0,39110400.0,38651100.0,40458900.0,42749800.0,42030700.0,40715200.0,39566600.0,46704700.0,44765500.0,48845100.0,52611300.0,51802100.0,57443100.0,56268800.0,55412300.0,57819859.0,58591849.0,57936625.0,59350319.0,69974776.0,77532883.0,92479622.0,108805080.0,111835324.0,117471182.0,159652958.153943,180352554.506069,184963765.234499,192022862.876669,214627823.706916,242140759.0,276464837.0,305346465.900311,346975005.166943,360683101.843184,148092749.594,153270066.455,296763574.031,372575068.795
140,Low & middle income,LMY,"Air transport, passengers carried",IS.AIR.PSGR,,,,,53367500.0,61298000.0,69772700.0,76332400.0,84964700.0,94999800.0,101474800.0,107445600.0,111797700.0,116078500.0,123083100.0,128384700.0,136256000.0,144688400.0,152943700.0,153227600.0,163020000.0,163206700.0,193825400.0,196272300.0,218760300.0,238670600.0,251562800.0,262597700.0,264779400.0,265585600.0,285890632.0,307403357.0,311612159.0,322466212.0,395495976.0,431032196.0,478293338.0,536202896.0,560245009.0,613868168.0,809161372.113334,901809031.642586,972327022.712889,1057526689.57324,1148644544.21561,1262946792.0,1379605106.0,1528425725.77031,1672712175.29281,1724105590.8052,836329275.306,926227910.055,1076941772.576,1664181848.037
142,Late-demographic dividend,LTE,"Air transport, passengers carried",IS.AIR.PSGR,,,,,24637200.0,27412300.0,30153500.0,32162100.0,35456000.0,40432600.0,42895300.0,45741200.0,48636300.0,48639000.0,51251500.0,55201400.0,63012500.0,68463800.0,76750800.0,76969300.0,84784000.0,218048600.0,169668800.0,149063500.0,156855000.0,173392100.0,178597200.0,184906800.0,187098700.0,199593400.0,216639000.0,237815480.0,258940139.0,271040893.0,331760561.0,347642313.0,384756400.0,444476143.0,485748645.0,572829124.0,685670532.062163,761255355.361109,830069110.535278,907272787.660847,985686600.922675,1088963002.0,1190947049.0,1323673354.0,1434010524.15206,1516126027.09,741617825.479,823261040.48,930665928.624,1444912791.257
144,Luxembourg,LUX,"Air transport, passengers carried",IS.AIR.PSGR,167000.0,250000.0,211300.0,218100.0,220600.0,230000.0,250000.0,260000.0,290000.0,300000.0,161500.0,163200.0,203700.0,224100.0,243200.0,239400.0,247700.0,272900.0,293900.0,296000.0,409300.0,405700.0,460600.0,470500.0,532500.0,569700.0,639100.0,559800.0,701400.0,842700.0,870831.0,885852.0,822533.0,853903.0,855840.0,851136.0,927738.0,1039067.0,1059848.0,681482.0,786920.0,785200.0,781146.0,1555788.0,1710624.0,1830972.0,1845726.0,1901012.0,2099102.0,2114417.0,753114.0,1081478.0,2060543.0,2457682.909
148,Morocco,MAR,"Air transport, passengers carried",IS.AIR.PSGR,289500.0,362000.0,410300.0,486500.0,509600.0,672900.0,808900.0,1047200.0,1131700.0,1153800.0,947400.0,929600.0,974100.0,932200.0,1000700.0,1113900.0,1095500.0,1187400.0,1267300.0,1360800.0,1580000.0,1429700.0,2169000.0,2139600.0,2183900.0,2147200.0,2301200.0,2638400.0,3012000.0,3392100.0,3671317.0,3680688.0,3049154.0,2638314.0,3004353.0,3492984.0,4109489.0,4623543.0,4927341.0,4930683.0,7144446.0,7502696.74521668,6563646.6759083,6507408.0,6976810.0,7043971.0,7738637.0,8667392.0,8132917.0,9380951.0,3012310.0,4740714.0,7466482.0,9354197.0
151,Madagascar,MDG,"Air transport, passengers carried",IS.AIR.PSGR,168000.0,197700.0,201100.0,217800.0,230700.0,203100.0,262000.0,292200.0,335800.0,407500.0,447700.0,444900.0,410200.0,347300.0,360000.0,350800.0,355900.0,410600.0,387000.0,342400.0,424200.0,314300.0,343900.0,418500.0,450700.0,497200.0,542100.0,574900.0,600500.0,639800.0,629409.0,657953.0,266033.0,451729.0,513508.0,574904.0,572991.0,616433.0,558981.0,499526.0,524296.0,544100.727272727,588169.0,539208.0,520421.0,458572.0,441861.0,486425.0,541290.0,544458.0,186314.332,109461.4,250506.0,313313.0
152,Maldives,MDV,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,7000.0,10000.0,13000.0,20000.0,25000.0,27000.0,33800.0,34000.0,38000.0,40000.0,60000.0,65000.0,8400.0,8400.0,8400.0,9400.0,9400.0,9400.0,9400.0,38500.0,158600.0,206900.0,188900.0,247200.0,261100.0,315108.0,56216.0,57902.0,60218.0,75875.0,81945.0,93417.0,92483.0,91096.0,85448.0,,,,,1024693.84477856,1313533.0,1409704.0,1485752.0,1191383.08265957,1221786.67512409,292931.0,277881.434,1516025.005,1414193.945
153,"Middle East, North Africa, Afghanistan & Pakistan",MEA,"Air transport, passengers carried",IS.AIR.PSGR,6723400.0,7611900.0,8259000.0,9589700.0,11741600.0,14567600.0,18921400.0,22674200.0,26302000.0,28254000.0,30964100.0,31906700.0,34366400.0,37163100.0,39159200.0,38887400.0,38398800.0,40263700.0,41732000.0,43562400.0,44349600.0,41830700.0,47030600.0,47931200.0,50982800.0,51569000.0,55243600.0,59697900.0,59180500.0,62414200.0,65097780.0,74002907.0,68496777.0,77738714.0,83658381.0,66795878.0,72353506.0,76662118.0,76676642.0,119577470.0,159660254.620073,170491595.0274,185049292.112597,198775778.233726,214782513.09247,227397945.0,250739334.0,266850504.79,272712361.921165,284913666.143239,96419409.68,121253526.316,217241674.151,286507268.592
154,Mexico,MEX,"Air transport, passengers carried",IS.AIR.PSGR,2966600.0,3107300.0,3962000.0,4589600.0,5501500.0,6522900.0,7675700.0,8238200.0,9387700.0,11381500.0,12889800.0,13853300.0,12777300.0,13923500.0,14440200.0,15364400.0,13824500.0,13504900.0,11412300.0,12689000.0,14341300.0,14901000.0,15532200.0,16484800.0,18791400.0,14968800.0,14677700.0,17266500.0,17717400.0,20561100.0,20894205.0,20172824.0,19618662.0,20661206.0,21167881.0,21857658.0,21243010.0,20952513.0,18825976.0,15728171.0,31269061.0,29538937.0,32909408.724554,35986501.817,39570522.0,46966763.0,53313307.0,58537832.0,64569640.0,69937838.0,34133108.0,54217876.0,70196270.0,78763320.0
156,Middle income,MIC,"Air transport, passengers carried",IS.AIR.PSGR,,,,,51441500.0,59130100.0,67005400.0,73369800.0,81866600.0,91596300.0,97841200.0,103691100.0,107999500.0,112225500.0,119230800.0,124996600.0,132623500.0,141127200.0,149244500.0,149572700.0,158969400.0,159733000.0,190145500.0,192632000.0,214986300.0,235252100.0,247841200.0,258908000.0,261060900.0,261846000.0,282058967.0,303790808.0,308562584.0,319269612.0,391684880.0,426910284.0,473994301.0,531677111.0,555749753.0,609455454.0,800746857.978472,892081675.7943,963590691.718086,1048382845.57324,1140199787.05654,1257153904.0,1374093309.0,1522072581.69031,1666389936.82469,1718046074.11931,833242521.054,921375962.628,1068717752.107,1655016043.597
159,Malta,MLT,"Air transport, passengers carried",IS.AIR.PSGR,127800.0,110800.0,102100.0,140600.0,152500.0,205200.0,221100.0,255300.0,351600.0,382000.0,401500.0,397900.0,401700.0,366300.0,364100.0,384100.0,411300.0,429400.0,480600.0,506500.0,597800.0,648600.0,692500.0,797000.0,1002500.0,1065900.0,1037500.0,1054300.0,1159400.0,1421300.0,1364904.0,1340031.0,1398990.0,1309119.0,1365223.0,1371865.0,1495333.0,1674773.0,1708268.0,1992900.0,1699829.0,1673765.0,1535101.0,1603404.0,1588165.0,1583046.0,1500824.0,1575125.0,2576898.0,2382607.8,549318.545,597724.0,1964262.009,2387400.4
160,Myanmar,MMR,"Air transport, passengers carried",IS.AIR.PSGR,345800.0,380500.0,393000.0,405000.0,388300.0,391300.0,396000.0,410000.0,425000.0,460000.0,481000.0,500000.0,515000.0,517000.0,487000.0,509000.0,511000.0,512000.0,516000.0,308000.0,318500.0,318500.0,318500.0,318500.0,318500.0,334500.0,334500.0,334500.0,333200.0,536800.0,437600.0,398216.0,1186162.0,1117208.0,1392244.0,1503624.0,1620895.0,1662866.0,1637923.0,1527346.0,924207.0,1539676.0,1663425.4345762,1572120.0,1926969.0,2095503.0,2741388.0,3149037.0,3407788.43290303,3701663.849,1506581.713,1132655.764,2491745.0,3541244.0
161,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,"Air transport, passengers carried",IS.AIR.PSGR,4996400.0,5307900.0,5547100.0,6513700.0,8064400.0,10156200.0,12435100.0,14248200.0,15815100.0,15807700.0,16675900.0,17213000.0,18592200.0,20606100.0,21565200.0,21586300.0,21886400.0,23019900.0,24417200.0,25487200.0,26390100.0,24135100.0,25831400.0,24870400.0,25919700.0,26426300.0,28587500.0,32309900.0,30738600.0,31095600.0,31544038.0,40091314.0,30929333.0,37322138.0,35566121.0,36624267.0,39971463.0,41644664.0,41470684.0,43324788.0,61357712.7706611,62510145.6812856,60685403.4159418,63599011.2337263,64250755.0924703,61012644.0,67306499.0,75565653.79,75246086.9211654,77266751.2532391,31123156.245,39460765.316,65139850.893,76054114.829
165,Mozambique,MOZ,"Air transport, passengers carried",IS.AIR.PSGR,,,,,,119500.0,248900.0,225200.0,266400.0,273000.0,282200.0,291500.0,391100.0,404700.0,325200.0,207700.0,226400.0,210600.0,235000.0,242900.0,279500.0,282800.0,224700.0,206200.0,220700.0,168200.0,163400.0,188400.0,200700.0,234800.0,259568.0,264216.0,281513.0,280516.0,293873.0,346830.0,350314.0,443010.0,461125.0,490019.0,558192.0,577019.814468816,559608.795668202,701472.0,739636.744147151,676028.0,632965.0,569211.0,540124.0,587364.0,327742.0,411739.0,549525.0,680108.0
166,Mauritania,MRT,"Air transport, passengers carried",IS.AIR.PSGR,84500.0,68400.0,65900.0,72700.0,78300.0,84500.0,94400.0,105400.0,117200.0,124300.0,141100.0,144100.0,147300.0,148500.0,201700.0,213800.0,233400.0,216100.0,216100.0,220400.0,222700.0,212700.0,212700.0,214600.0,215600.0,227900.0,234800.0,245200.0,249600.0,187400.0,185061.0,155687.0,105541.0,116136.0,128329.0,138595.0,149188.0,154662.0,153895.0,142355.0,524817.894731527,381075.923563429,325239.52355014,261696.0,271212.0,248158.0,280215.0,418817.0,379211.0,386621.0,100904.0,207225.0,393753.812,328992.0
167,Mauritius,MUS,"Air transport, passengers carried",IS.AIR.PSGR,23000.0,24200.0,25200.0,24000.0,28000.0,30000.0,33000.0,30100.0,55000.0,82300.0,83700.0,102200.0,106400.0,122900.0,155000.0,182800.0,199700.0,285400.0,383700.0,423800.0,519700.0,525300.0,578100.0,581900.0,635900.0,675800.0,716900.0,803900.0,847500.0,823200.0,949085.0,1002282.0,1029466.0,1042773.0,1088696.0,1145737.0,1056496.0,1277957.0,1256746.0,1092580.0,1265458.0,1321491.0,1313976.0,1318052.0,1354388.0,1466527.0,1593666.0,1674395.0,1745291.0,1726868.0,407291.0,153242.0,1111493.0,1504656.0
168,Malawi,MWI,"Air transport, passengers carried",IS.AIR.PSGR,51700.0,66100.0,74700.0,90400.0,98300.0,122400.0,93700.0,100300.0,106400.0,111700.0,94000.0,107600.0,130300.0,96900.0,127000.0,140400.0,140200.0,114200.0,115800.0,121200.0,120300.0,120100.0,121400.0,132100.0,141600.0,148700.0,152500.0,158300.0,157700.0,112300.0,115831.0,112560.0,104711.0,108854.0,122477.0,132275.0,145747.0,154837.0,159917.0,157007.0,91520.1893953931,82709.5449902358,53518.9979970389,5856.0,5856.0,6011.0,6744.0,10545.0,10545.0,7117.0,1792.164,1290.356,3594.5,3506.999
169,Malaysia,MYS,"Air transport, passengers carried",IS.AIR.PSGR,748900.0,875100.0,1015600.0,1864400.0,2331900.0,2503600.0,2671000.0,2864700.0,3096000.0,3489500.0,4516400.0,5347700.0,5241700.0,5360900.0,5685400.0,5687000.0,6310500.0,7396100.0,7683600.0,8694600.0,10241500.0,11837400.0,12756900.0,13101300.0,14249800.0,15417800.0,15117600.0,15591600.0,13654400.0,14984600.0,16560793.0,16107156.0,16281275.0,16704600.0,19226564.0,20369086.0,17833364.0,21325754.0,22420870.0,23766316.0,34239014.1725209,38218608.8523534,39165195.2176778,47995842.0041797,49673884.0,50345820.0,53817353.0,58711937.0,60481772.0,63623130.0,15893988.0,4965360.963,28006856.4,46698381.0
170,North America,NAC,"Air transport, passengers carried",IS.AIR.PSGR,173629292.0,184390404.0,202953908.0,216936000.0,223979900.0,221613300.0,239850396.0,257611392.0,291497504.0,334470400.0,317782088.0,303183500.0,310646408.0,333707996.0,359574088.0,391747504.0,434932996.0,461779204.0,476582312.0,474435304.0,485175416.0,468602404.0,483783292.0,487442612.0,533028800.0,553803196.0,593928000.0,614552892.0,612824180.0,658966608.0,707095388.0,662639760.0,621733444.0,624881527.0,718811915.0,765777598.0,772257943.0,796405857.0,755498308.0,732006924.0,783774409.375339,796874011.954739,807166400.792869,814697725.918431,838238607.0,878450302.0,909445425.0,940807001.0,980528000.0,1020089000.0,397121000.0,691104000.0,919704000.0,1030175000.0
173,Niger,NER,"Air transport, passengers carried",IS.AIR.PSGR,54700.0,56700.0,52900.0,57600.0,63500.0,69000.0,75400.0,83400.0,94200.0,99300.0,111100.0,114100.0,116300.0,117500.0,117700.0,73500.0,120000.0,111700.0,111300.0,74000.0,76300.0,66300.0,66300.0,68200.0,69200.0,74100.0,75100.0,85500.0,90500.0,83900.0,77273.0,46364.0,,,,,,,,,0.0,0.0,119652.0,87936.0,13227.5,15243.0,15044.0,14713.0,,,,15019.2,16149.0,5775.0
174,Nigeria,NGA,"Air transport, passengers carried",IS.AIR.PSGR,173000.0,227100.0,286800.0,314100.0,430300.0,590400.0,800800.0,1093900.0,1441000.0,1581300.0,1938500.0,2300200.0,2138400.0,2221300.0,1945900.0,2575000.0,2134000.0,1614400.0,995000.0,848900.0,964800.0,930000.0,646500.0,608400.0,664800.0,547900.0,221200.0,318200.0,313400.0,419700.0,507396.0,519453.0,520278.0,520263.0,540461.0,747648.0,1307541.0,1363435.0,1460900.0,1365343.0,4197375.0,4793913.27416044,4716148.08073056,4209624.0,4462001.62973012,4613169.0,4110075.0,4789878.0,7786143.99416227,6539048.35309011,3435350.518,4486313.422,5212264.541,5269403.776
176,Netherlands,NLD,"Air transport, passengers carried",IS.AIR.PSGR,2881100.0,3012300.0,3275800.0,3682400.0,3627100.0,3827700.0,4080900.0,4452000.0,4718300.0,4918900.0,4983800.0,5058000.0,5201900.0,5278900.0,5654900.0,6027700.0,6382000.0,7403400.0,7860100.0,8253400.0,8559400.0,8893200.0,10087800.0,11774600.0,12894800.0,16377900.0,17114300.0,17889900.0,18675500.0,19741200.0,20898713.0,20072980.0,22931166.0,23454932.0,25595676.0,26132696.0,27454451.0,28857440.0,29601230.0,29108547.0,26979676.6296817,29959476.4043769,31672223.9759589,33455251.0,33956338.0,35687843.0,40078714.0,42763443.0,44417573.579144,46358457.951,14748517.334,19349165.526,35579242.0,41436802.2
178,Nepal,NPL,"Air transport, passengers carried",IS.AIR.PSGR,203400.0,217900.0,232000.0,250000.0,263000.0,219700.0,248300.0,255000.0,270000.0,416500.0,379900.0,364500.0,400200.0,363700.0,395500.0,422000.0,436200.0,408800.0,987800.0,679100.0,679000.0,633900.0,648800.0,633100.0,682600.0,716700.0,755000.0,755000.0,753600.0,582600.0,643332.0,641142.0,352544.0,356369.0,444691.0,480266.0,509792.0,528226.0,520303.0,484394.0,917939.0,901116.117937972,776864.1215957,643140.0,517548.0,510342.0,634292.0,2443630.512,4525805.0,1659671.0,1989284.0,2550505.0,4438086.0,4289298.0
180,New Zealand,NZL,"Air transport, passengers carried",IS.AIR.PSGR,1862000.0,1923800.0,2084300.0,2544400.0,2961300.0,3047400.0,3023200.0,3198500.0,3399500.0,3807300.0,3497500.0,3316100.0,3073900.0,3222000.0,3764900.0,4158600.0,4527300.0,4812300.0,5093600.0,5723500.0,5865600.0,5370800.0,5784400.0,6290800.0,7716100.0,7676600.0,9597000.0,9435400.0,8654900.0,9565600.0,10781314.0,11467023.0,11285424.0,12259437.0,11305401.0,11951935.0,12382205.0,12545766.0,12950904.0,12104116.0,13295185.0,13747024.2069686,13937353.9431784,14434055.9991949,13618711.9990383,14385078.0,15300409.0,16271523.0,17249049.9541367,17763604.459,8516619.501,8729634.719,11715300.913,15033154.913
181,OECD members,OED,"Air transport, passengers carried",IS.AIR.PSGR,276589892.0,296537504.0,327004108.0,356798200.0,369035400.0,371410200.0,401309296.0,434540092.0,487082104.0,547918000.0,531814388.0,524004700.0,532905608.0,560323496.0,598958588.0,644682604.0,694577696.0,746656404.0,782184012.0,810093200.0,846937916.0,826639404.0,873450392.0,893611716.0,971255004.0,1021039596.0,1099596504.0,1151287192.0,1159476480.0,1245629100.0,1333236717.0,1283609610.0,1247264642.0,1278025311.0,1413357107.0,1475137918.0,1523845112.0,1594664421.0,1561688255.0,1516777735.0,1714226706.49298,1767775671.20223,1813901529.85301,1880658281.43694,1959633535.87687,2082857593.0,2190437625.0,2295787113.0,2413352567.63458,2504574292.338,872244225.3065,1302098734.934,2078770540.079,2431373977.12296
182,Oman,OMN,"Air transport, passengers carried",IS.AIR.PSGR,,,,,127500.0,173000.0,240100.0,299800.0,374500.0,456500.0,521500.0,577800.0,569800.0,601800.0,674200.0,717500.0,647400.0,699200.0,776400.0,834800.0,852900.0,957500.0,1081100.0,1180000.0,1511800.0,1452900.0,1620200.0,1678400.0,1849300.0,1933100.0,2118338.0,1980076.0,2103559.0,2777424.0,3267088.0,,,,,2360682.0,3262849.0,3795755.0,4430383.0,4994729.0,5051804.0,6365784.0,7709851.0,9035230.0,10438241.0,11239996.0,2496069.0,2075390.0,5656180.0,8697025.0
